name,description,model,posted_at,image_url,price,status,mileage,location,country
,2015,2015.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/cb/db/cbdba0070245fe3a2e1e451fa1355c67e4ac41692985539df32961bda9f32989.jpg.webp,"230,000 ريال",مستعمل,,"شارع مأرب, صنعاء",Yemen
سامسونج,"2012, سامسونج, اخرى",2012.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/2d/9b/2d9b54e4e40912531e690641afb6960a960e1985b52156cb35f52d9585637660.jpg.webp,"1,300,000 ريال",مستعمل,5499.5,"نقم, صنعاء",Yemen
تويوتا,"2013, تويوتا, افالون, XLE",2013.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/52/bb/52bb7b221a5059b4fd1db3c981e19cbc7f60696a3a6602ec70604301ba10c07b.jpg.webp,"250,325 ريال",جديد,0.0,"ميدان التحرير, صنعاء",Yemen
تويوتا,"2025, تويوتا, هايلاندر, Limited",2025.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/a4/33/a433e53b229eb9d0b30f412cc0ee4bdc1c18c9728f1a9114fcc94fe0b0bcd358.jpg.webp,"15,019,501 ريال",جديد,0.0,"أخرى, عدن",Yemen
هيونداي,"2008, هيونداي, النترا, Standard",2008.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/16/9c/169c6af2e0ebb89a095dfc759431b91dcadc85f1cbc2ee2b977cc6fa1dfa3e58.jpg.webp,"900,000 ريال",مستعمل,104999.5,"أخرى, صنعاء",Yemen
تويوتا,"2005, تويوتا, اكو, XLI",2005.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/57/a4/57a43b84d3a43dfd582611338fe68e984216cc36b165fb0879cd462db8ca38af.jpg.webp,"2,002,600 ريال",مستعمل,5499.5,"الحثيلي, صنعاء",Yemen
كيا,"2011, كيا, كارينز, Standard",2011.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/91/e2/91e268667c50c4c471a0b449a5a1695be78213ad9c66de482b358ee1de5998d5.jpg.webp,"675,878 ريال",مستعمل,184999.5,"أخرى, المكلا",Yemen
تويوتا,"2007, تويوتا, كورولا, GLI",2007.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/3c/00/3c0072342c98c5cc446074e48b421350edb4060a5ec9438ab34fe0d9f5cc1019.jpg.webp,"1,500,000 ريال",مستعمل,200000.0,"حده, صنعاء",Yemen
هيونداي,"2014, هيونداي, النترا, GLS",2014.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/b0/2f/b02fe2ba134cace53b8c336c65263a23cd460214c83c0faf46ddd4e316ef114e.jpg.webp,"3,754,875 ريال",مستعمل,134999.5,"أخرى, المكلا",Yemen
دايو,"2013, دايو, داماس",2013.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/fe/0e/fe0ec23328950844c31a31cfda7ec42248da7f19a383eff043c80db0ce6d480b.jpg.webp,"951,235 ريال",مستعمل,5499.5,"الحثيلي, صنعاء",Yemen
بي ام دبليو,"2009, بي ام دبليو, الفئة X5, X5 sDrive40i",2009.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/40/b8/40b8d70efc9bee85529dec491fc6f7f4082105532681c6fb13a5df1596d270e6.jpg.webp,"772,115,180 ريال",مستعمل,64999.5,"السبعين, صنعاء",Yemen
سوزوكي,"2008, سوزوكي, جراند فيتارا, DLX",2008.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/3b/6a/3b6aab344b34aecb9428ae47355ddc448d698499d43398cbbdbf48b7642a1df9.jpg.webp,"1,126,463 ريال",مستعمل,174999.5,"السبعين, صنعاء",Yemen
هيونداي,"2016, هيونداي, سوناتا, Sport",2016.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/99/65/9965686942a4e5c697211c1943ca55d4d7d811bcb67af636bf4e7dfdad99f7b4.jpg.webp,"1,877,438 ريال",مستعمل,114999.5,"أخرى, المكلا",Yemen
بي ام دبليو,"2011, بي ام دبليو, الفئة X6, X6 xDrive40i",2011.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/f5/e3/f5e383814f25d4b746599a69aad9f6b054de5e73546b80aabb4b58d3e356d807.jpg.webp,"2,378,088 ريال",مستعمل,184999.5,"الاصبحي, صنعاء",Yemen
تويوتا,"2009, تويوتا, يارس, Basic",2009.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/7f/6c/7f6c898535e91788cdb6e6c771f0d1eb9faf86c083b2bb9b25c7707b1374fa04.jpg.webp,"1,376,788 ريال",مستعمل,144999.5,"مديرية المعين, صنعاء",Yemen
تويوتا,"2009, تويوتا, راف فور, Limited",2009.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/21/69/216900a4f082201006273ce405e7a72d260caa92862c8bf007d3002862bc8032.jpg.webp,"6,258,126 ريال",مستعمل,114999.5,"أخرى, مأرب",Yemen
تويوتا,"2008, تويوتا, كامري, XLE",2008.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/d2/bc/d2bc370ba67b1e77bc6f6d7dd3dd704cb9619617ca06bd0dd80a5a94701dbde6.jpg.webp,"1,076,398 ريال",مستعمل,164999.5,"مديرية المعين, صنعاء",Yemen
هيونداي,"2007, هيونداي, النترا, Limited",2007.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/89/65/8965cdc28e8d37f026deaff1679a3896adc94159f9bb548976c1ed3b9fe6777e.jpg.webp,"776,008 ريال",مستعمل,174999.5,"جولة آية, صنعاء",Yemen
,الحق عرض معبي هواء كفرات السيارات 2 بستون الاصلي رقم واحد يمتاز بقوة وكفائة وسرعة في تعبئة الكفرات ا,,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/7d/70/7d707c87a763e903b2d0f472067936607906878241c5c64af73d6d1d464695bc.jpg.webp,"14,000 ريال",جديد,,"أخرى, صنعاء",Yemen
تويوتا,"2006, تويوتا, هايس, GL",2006.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/fe/10/fe10154be19e017e75df581a7b51447fcbdd2ac0ee470d70963cf709679ad8d9.jpg.webp,"3,003,900 ريال",مستعمل,200000.0,"مديرية المعين, صنعاء",Yemen
,لوحه خصوصي فاصل  10 مميزة,,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/dc/15/dc1551848e98c04eec67ebe77b1c57136fc864e7f597472a5e4a5f6bd72daf6d.jpg.webp,"650,845 ريال",,,"السبعين, صنعاء",Yemen
,2024,2024.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/74/5c/745c6fb90730d51d41eb395c3a705ea5697332e93783600180aed6769c323999.jpg.webp,"200,000 ريال",مستعمل,,"الحثيلي, صنعاء",Yemen
هيونداي,"2011, هيونداي, توسان, Limited",2011.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/62/e6/62e635cd90b5f585b15cd130c81f435cd4ce5778f8cef9639d72b136fc401b60.jpg.webp,"1,602,080 ريال",جديد,0.0,"أخرى, صنعاء",Yemen
فيات,"2024, فيات, 500, 500c",2024.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/b4/f3/b4f3a1aeb55d96c422045d12c64280928e3592c5d4c9d6facb735c720387f7bf.jpg.webp,"2,002,600 ريال",جديد,0.0,"أخرى, صنعاء",Yemen
تويوتا,"2007, تويوتا, كورولا, XLI",2007.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/05/93/059372e6185699e23ec3615dd9c5886313620ffe445546fdfb6d3d7a3cfc72f2.jpg.webp,"4,631,013 ريال",جديد,0.0,"أخرى, صنعاء",Yemen
تويوتا,"2015, تويوتا, افالون, Limited",2015.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/35/5f/355ff33600d3e8f49c1d4434a0d105d2a80b5d1b66ba2f98da1c61b62918ba91.jpg.webp,"2,127,763 ريال",جديد,0.0,"أخرى, صنعاء",Yemen
هيونداي,"2007, هيونداي, توسان, Limited",2007.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/94/ef/94ef4d7fbc091382639137026a526fe095c52fd10b3bfff4077df65e24afc85e.jpg.webp,"1,351,755 ريال",جديد,0.0,"أخرى, صنعاء",Yemen
,2001,2001.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/55/21/55212ba6b780bc5454c5edade1bd3f8f169dfee193c4ae21590aaa6a73e62fa8.jpg.webp,"135,000 ريال",مستعمل,,"السنينه, صنعاء",Yemen
,2024,2024.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/4b/0c/4b0cc125cc9a4b5a65e6dbbab91dc990f0456ff28004de94c3f323bf7c3a0a30.jpg.webp,"310,000 ريال",مستعمل,,"أخرى, صنعاء",Yemen
تويوتا,"2002, تويوتا, كورولا, AE86",2002.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/b9/90/b9906eb3a9a3cb92e62097a62cce204cba172da60bade6ce7077505bdac3df08.jpg.webp,"500,650 ريال",مستعمل,64999.5,"السنينه, صنعاء",Yemen
,2003,2003.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/93/ba/93baec93d5c3148bb90b0a177fc73854486cd399e3e0f49d1aafb5057f07361f.jpg.webp,"120,000 ريال",مستعمل,,"السنينه, صنعاء",Yemen
دايهاتسو,"2011, دايهاتسو, جران ماكس",2011.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/5f/b9/5fb910d8854ea8c0b3d5fede8aed5357e303d62304b3ed375171f080b926f7be.jpg.webp,"625,813 ريال",مستعمل,200000.0,"مديرية التعزية, تعز",Yemen
هيونداي,"2017, هيونداي, النترا, GL",2017.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/25/e2/25e26085116d37fc5f856086b3f8fc1c11988d855ca5afdc08874755a6c8a3d2.jpg.webp,"1,400,000 ريال",مستعمل,124999.5,"أخرى, المكلا",Yemen
تويوتا,"2026, تويوتا, كورولا, SE",2026.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/c1/f1/c1f13c4cee36c176fd2fa1daf77f44662e9f4a0dd3bf47c24ba652f8dfe2414c.jpg.webp,"10,000,000 ريال",جديد,0.0,"الاصبحي, صنعاء",Yemen
تويوتا,"2005, تويوتا, لاند كروزر, GXR",2005.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/95/d8/95d8a40f1a23c4183d2bccf9a02c6a0e5c34daa1aa686bfb2097cc5aa86cbe09.jpg.webp,"3,129,063 ريال",مستعمل,54999.5,"شملان, صنعاء",Yemen
سوزوكي,"2014, سوزوكي, اخرى",2014.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/02/9d/029d6807de352a59c1ee3c68f0df6d37a98cbc1dddac1e3868919fd05dd3868b.jpg.webp,"2,002,600 ريال",جديد,0.0,"الحثيلي, صنعاء",Yemen
مرسيدس بنز,"2009, مرسيدس بنز, الفئة-M, ML 350",2009.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/90/8e/908e93b6975ee75de91b2c93d52874ca3235da56bb2b2af7c180827d11725551.jpg.webp,"1,627,113 ريال",مستعمل,104999.5,"كريتر, عدن",Yemen
مرسيدس بنز,"2015, مرسيدس بنز, الفئة-M, ML 350",2015.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/ce/59/ce59acb01aaeb1dddf362fc8368ed425f47cde38d761e99ef0c0def3a113448c.jpg.webp,"3,754,875 ريال",مستعمل,104999.5,"ميدان التحرير, صنعاء",Yemen
دايو,"2012, دايو, داماس",2012.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/21/b3/21b30b44ed16c7e8a03907b8f24092c9d6f0a5b9064fe57742bb6abf68c1b7c2.jpg.webp,"2,000,000 ريال",مستعمل,200000.0,"حزيز, صنعاء",Yemen
,2025,2025.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/81/78/817880c343a42c6c0623a1d8e3deea2bc9220cddf75a1100234630764ea8216b.jpg.webp,"200,000 ريال",مستعمل,,"الحثيلي, صنعاء",Yemen
مرسيدس بنز,"2001, مرسيدس بنز, الفئة-E, E 320",2001.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/06/e4/06e4296b8d53fdf0146aedaec2acaf8574e374c8a5e39a8bbfb7d81d67c292fc.jpg.webp,"1,627,113 ريال",مستعمل,104999.5,"السبعين, صنعاء",Yemen
,2026,2026.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/2f/9c/2f9ca309d899d979655a67a038ec45444a3cfc607c0a03eb4aac2fb6029fb5f3.jpg.webp,"2,900,000 ريال",مستعمل,,"كريتر, عدن",Yemen
تويوتا,"2007, تويوتا, يارس, S",2007.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/23/76/237644c6f9cf6d29de602d07235950169496b79d25aa21481f5dcf3930040a39.jpg.webp,"1,176,528 ريال",مستعمل,200000.0,"أخرى, صنعاء",Yemen
تويوتا,"2010, تويوتا, لاند كروزر, GXR",2010.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/89/7f/897fac6d8f5e7eff2cf161a89d6ae2277df8af15edb1d86ff1804fd846983f7c.jpg.webp,"4,255,525 ريال",مستعمل,200000.0,"الاصبحي, صنعاء",Yemen
,حساسات ضغط هواء الاطارات جديد,,أمس,https://opensooq-images.os-cdn.com/previews/640x480/10/f0/10f07ace5ffbecc93f6583e2eb2f1aa016685cb0edb938a7541d69eaab1a5cb0.jpg.webp,"14,000 ريال",جديد,,"هبرة, صنعاء",Yemen
,ريموتات سوزوكي تشليح وكالة,,أمس,https://opensooq-images.os-cdn.com/previews/640x480/54/3a/543a325a5d7b1bf422103a83a1178f69ca8cb29ae43b35aa783afb0891ed115c.jpg.webp,"12,000 ريال",مستعمل,,"شارع مأرب, صنعاء",Yemen
,بديل فلتر الشكمان p0420 - p0430,,أمس,https://opensooq-images.os-cdn.com/previews/640x480/f4/db/f4db0f24510dbd267c8335080676ab8ac4620282556215d509051450a8de5e5d.jpg.webp,"10,000 ريال",جديد,,"شارع مأرب, صنعاء",Yemen
,ريموتات بصمة كيا وهيونداي موديل حديث وقديم,,أمس,https://opensooq-images.os-cdn.com/previews/640x480/5f/1d/5f1df81e9e7f6ce8779f1f597a6568b559461ca1be4f0ddbf0d90f428688bc26.jpg.webp,"25,033 ريال",جديد,,"هبرة, صنعاء",Yemen
هيونداي,"2017, هيونداي, توسان, GL Plus",2017.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/f7/70/f77066ee646dc1f7bbbd636690728112b94f8f8ac21490be035d98b0184e46a4.jpg.webp,"2,152,795 ريال",مستعمل,124999.5,"أخرى, صنعاء",Yemen
تويوتا,"2010, تويوتا, كورولا, GLI",2010.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/09/5c/095c6a97e0a9201b3f6df1ed3247c9427fd8b0ded93bb5196a0cc9050c3721d1.jpg.webp,"1,800,000 ريال",مستعمل,200000.0,"مدبح, صنعاء",Yemen
,2024,2024.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/90/48/904851e3eeec7e7d30475924b35fe9f75be30e20b4c4b0b9622a60142561782a.jpg.webp,"280,000 ريال",جديد,,"أخرى, صنعاء",Yemen
سوزوكي,"2012, سوزوكي, كاري",2012.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/03/d7/03d72ed85e8507820ba25f53c25f62eebc5e349420d8937028b462afc1504a6e.jpg.webp,"1,001,300 ريال",مستعمل,64999.5,"أخرى, المكلا",Yemen
هيونداي,"2015, هيونداي, توسان, Limited",2015.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/8b/61/8b618f7fc614e53829dd0828dc6597ee03fe4244fc05b5f02770b9abea3307d6.jpg.webp,"1,702,210 ريال",مستعمل,94999.5,"بير الشايف, صنعاء",Yemen
كيا,"2009, كيا, مورنينج, Standard",2009.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/fa/a5/faa5a20f36bb6bfd9f14ab1f8355089101ab261992dd75a3c25b90a9e64b935b.jpg.webp,"500,650 ريال",مستعمل,200000.0,"الاصبحي, صنعاء",Yemen
كيا,"2014, كيا, برايد, EX",2014.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/e4/72/e4724198a00c144b04950a0ef977e9926efdfb42c8df5603677a2b6fe6977e64.jpg.webp,"901,170 ريال",مستعمل,104999.5,"السبعين, صنعاء",Yemen
هيونداي,"2020, هيونداي, النترا, GL",2020.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/3c/05/3c051f84b392e9c577b112f02ff3958ff5b5b140474156646d1cc3fdd0beb31a.jpg.webp,"1,501,950 ريال",مستعمل,44999.5,"أخرى, عدن",Yemen
,2002,2002.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/64/97/64973fba515f238f1f828e89de3117711b0c6ab589778fc7a1dc3335c3dd23de.jpg.webp,"1,000,000 ريال",,,"الحثيلي, صنعاء",Yemen
هيونداي,"2015, هيونداي, توسان, Limited",2015.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/c9/9b/c99b67eac80c09a290981f98287ecec840e7bc448ca92a234a0ee5e4d99f87e6.jpg.webp,"1,752,275 ريال",مستعمل,94999.5,"الحي السياسي, صنعاء",Yemen
,2002,2002.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/08/7c/087c6b662a2b91f913dc7fa8b7ac6f7987dc843462a6d41cff7e00f545004b33.jpg.webp,"600,000 ريال",,,"الحثيلي, صنعاء",Yemen
تويوتا,"2003, تويوتا, راف فور, Limited",2003.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/dd/2e/dd2e748218d5484fc621dc968fdc552c173d6f8820691cad6a0e8d2630ca2272.jpg.webp,"1,400,000 ريال",مستعمل,54999.5,"السبعين, صنعاء",Yemen
,1972,1972.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/e7/62/e76201ca6465c8fdf9f5da8eb09599e2a582fa2ee169d6d2b1495c345c64a723.jpg.webp,"1,000,000 ريال",مستعمل,,"السنينه, صنعاء",Yemen
,مكينة سوزوكي بحري 300 حصان,,أمس,https://opensooq-images.os-cdn.com/previews/640x480/70/1d/701d2170df5ddc58eb84fc675538f1f5c7bcc74f9628fadd0a1c7b573bc0c52d.jpg.webp,"2,878,738 ريال",مستعمل,,"كريتر, عدن",Yemen
تويوتا,"2010, تويوتا, راف فور, XLE",2010.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/fc/0c/fc0c7cca4647d60800beb13dfa4489ac1433875f4c1451a1060ca435f5045d15.jpg.webp,"1,952,535 ريال",مستعمل,5499.5,"أخرى, صنعاء",Yemen
,طاوات كامري 2013 'وكاله ب1200 سعودي,,أمس,https://opensooq-images.os-cdn.com/previews/640x480/68/fc/68fcc2cf570b90cf9cb9afcb611a4bcbb8ac3ba22cab6b3941ea19543010c3e3.jpg.webp,"168,000 ريال",مستعمل,,"السبعين, صنعاء",Yemen
تويوتا,"2013, تويوتا, يارس, E",2013.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/11/c7/11c7fd847d44d1156733cf0541d222fcafc4df649634b62c608ebd5969b4de5d.jpg.webp,"1,251,625 ريال",مستعمل,54999.5,"مديرية المعين, صنعاء",Yemen
تويوتا,"2013, تويوتا, بريوس, Eco",2013.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/c7/8b/c78be0787a155e9cb3393fa3e3c95c42dcbe7b7cc6ce182e4eed3df5a94a819f.jpg.webp,"1,251,625 ريال",جديد,0.0,"السبعين, صنعاء",Yemen
كيا,"2004, كيا, EV5, GT",2004.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/5b/64/5b64492273751d05448253fe438314be4df4b2839b0a7b86619c285fcabd6d00.jpg.webp,"500,000 ريال",مستعمل,200000.0,"أخرى, حجة",Yemen
,زيوت يورول الهولنديه إساس بكر 100% إوربيه,,أمس,https://opensooq-images.os-cdn.com/previews/640x480/03/ff/03ffc7bdf523b9e12bd4ad71ec3647f5f60acabb51207a1236b9817756ebf134.jpg.webp,"5,000 ريال",جديد,,"بير عبيد, صنعاء",Yemen
تويوتا,"2008, تويوتا, انوفا, G",2008.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/e9/79/e979b9f526dccd53a1d43ffe8fe357370e66139a3212143da3efb93205a90553.jpg.webp,"4,005,200 ريال",مستعمل,200000.0,"أخرى, حضرموت",Yemen
,زيوت هيدروليك يورول,,أمس,https://opensooq-images.os-cdn.com/previews/640x480/90/65/90656dfa3bad35b0b2187007e87a5cddfbc75cf51ef47e1339632d4dec36550c.jpg.webp,"13,000 ريال",جديد,,"بير عبيد, صنعاء",Yemen
تويوتا,"2005, تويوتا, برادو, VX",2005.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/fe/59/fe59e27ee35294badc21d2104a37b879b3cbc5ecf9fef82c785de3238daa25d5.jpg.webp,"2,378,088 ريال",مستعمل,200000.0,"يريم, إب",Yemen
جيب,"2008, جيب, جراند شيروكى, SRT 8",2008.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/48/41/48415deee7aa906f00c1eef44f920c26c018e83cac2af70a77849c1f23b86605.jpg.webp,"1,501,950 ريال",مستعمل,200000.0,"الحي السياسي, صنعاء",Yemen
بورش,"2006, بورش, كايين, Cayenne S",2006.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/6c/45/6c452feab59459832897947006ac24d0c0a4fb3ea4947dc367a264bd84b7d797.jpg.webp,"926,203 ريال",مستعمل,104999.5,"مديرية المعين, صنعاء",Yemen
هيونداي,"2008, هيونداي, جيتز, GL",2008.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/df/20/df20940dbadf3b97a28af249d874de6327fc9b9c437b7054395d9725cd13a83f.jpg.webp,"550,715 ريال",مستعمل,134999.5,"مديرية المعين, صنعاء",Yemen
تويوتا,"2004, تويوتا, كامري, Core",2004.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/ed/55/ed559a4667688401f0322fe7e6ba726eacdf0d6c72b56d01c602f8e646c28a3a.jpg.webp,"375,488 ريال",مستعمل,14999.5,"أخرى, الحديدة",Yemen
كيا,"2014, كيا, مورنينج, LX",2014.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/cc/b0/ccb0241340a95cea061add984f8ca6dc8dbec6d777998cf821ea025969f8ce60.jpg.webp,"776,008 ريال",مستعمل,124999.5,"مديرية المعين, صنعاء",Yemen
,سله باص تونسي,,أمس,https://opensooq-images.os-cdn.com/previews/640x480/5b/96/5b96e0f237feb47ea84b490ee8ca9b612fe8854f05517c864fab85697cac0c67.jpg.webp,500 ريال,,,"سعوان, صنعاء",Yemen
تويوتا,"2014, تويوتا, كامري, SE",2014.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/7e/28/7e28c5cb8665ff29cf43425449546a4707a89886f64b706e8fc977095fff0725.jpg.webp,"1,677,178 ريال",مستعمل,174999.5,"سعوان, صنعاء",Yemen
دايو,"2013, دايو, سوبر صالون",2013.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/9d/6b/9d6b46153e778ffaab05ade2a3e4bee73fad280536fb295c90ed5d451bc15495.jpg.webp,"2,400,000 ريال",مستعمل,174999.5,"أخرى, عمران",Yemen
هيونداي,"2011, هيونداي, اكسنت, GL",2011.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/58/d9/58d9946a05a58a3bc29fe448e3fea64026e2997c09ef94731ed295ec6d795f2a.jpg.webp,"1,001,300 ريال",مستعمل,114999.5,"أخرى, عدن",Yemen
تويوتا,"2014, تويوتا, IQ",2014.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/40/d3/40d3be6643f5c846f3f1d74f12aaa895f509e953ebadcc0c0dd48433d2236fae.png.webp,"900,000 ريال",مستعمل,194999.5,"حي شميلة, صنعاء",Yemen
شيفروليه,"2014, شيفروليه, سبارك, LT",2014.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/9e/59/9e5914d4fa774a45948bc4ea3d40cac7394eda6768f9103e4d996c7bf75c6a1d.jpg.webp,"700,910 ريال",جديد,0.0,"السبعين, صنعاء",Yemen
تويوتا,"2009, تويوتا, هايلاندر, Limited",2009.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/ab/87/ab87c544d340107ae89df2ab0c03a329f518442be6952699199e22dbb5488c95.jpg.webp,"275,358 ريال",مستعمل,184999.5,"جولة آية, صنعاء",Yemen
تويوتا,"2007, تويوتا, يارس, Basic",2007.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/3d/c8/3dc8cf338a5fab799baff7dc0e5f8eb4a8a9be41b5fc309ed722e32aa846801d.jpg.webp,"1,376,788 ريال",مستعمل,194999.5,"السبعين, صنعاء",Yemen
تويوتا,"2006, تويوتا, فوكسي, Voxy S-Z",2006.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/a6/b0/a6b00b0380bcdad12f51e37740d215419145c570365357041a7fb4a9f201b9a3.jpg.webp,"4,000,000 ريال",مستعمل,200000.0,"أخرى, تعز",Yemen
كيا,"2015, كيا, سول, GT-Line",2015.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/ea/92/ea9233b15fdebb7d68938fb2e50943a117cd95dbbf512e85981b81ded6547777.jpg.webp,"1,602,080 ريال",جديد,0.0,"أخرى, صنعاء",Yemen
تويوتا,"2007, تويوتا, راف فور, Limited",2007.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/c5/ae/c5ae0268c06d000302b13b432c3e45a839f620dbcbe5dafb83941e4aa5c14dff.jpg.webp,"1,501,950 ريال",مستعمل,134999.5,"أخرى, مأرب",Yemen
تويوتا,"2024, تويوتا, راف فور, XSE",2024.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/1a/c5/1ac51ec805fc5a966c9f19c7ae38efa03b1e83f9cae1c9b3542b859c8102e010.jpg.webp,"7,509,751 ريال",مستعمل,14999.5,"أخرى, صنعاء",Yemen
,شفر سبارك 2012 فل كامل ب 2900$,,أمس,https://opensooq-images.os-cdn.com/previews/640x480/45/07/45073421d7af29784abc7cef165ae4073fbfde29441cf5bdb07e2b7bcf75fca8.jpg.webp,"725,943 ريال",,,"مديرية المعين, صنعاء",Yemen
تويوتا,"2010, تويوتا, يارس, Basic",2010.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/6d/2c/6d2c1363edac15c578abc9489e4a5e5d9ed78c8c940a2237f7c79bdbcce8270a.jpg.webp,"750,975 ريال",مستعمل,154999.5,"الدرين, عدن",Yemen
تويوتا,"2020, تويوتا, كورولا, XSE",2020.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/84/8f/848f4edab86260e941c9e841dc8726498e746476aa0b55513d03e11badc7fcff.jpg.webp,"2,803,640 ريال",مستعمل,54999.5,"شارع هايل, صنعاء",Yemen
تويوتا,"2006, تويوتا, كورولا, AE86",2006.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/22/20/22207dc4890650c13dee713d98e76f65590ea0fa559dd18e3ec12e5b76178285.jpg.webp,"1,614,596 ريال",مستعمل,200000.0,"أخرى, صنعاء",Yemen
مرسيدس بنز,"2023, مرسيدس بنز, الفئة-EQE, EQE 350+",2023.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/e5/67/e567e8bf24b39aa31912ee86a760a14d4bf5f9c18d0c21a2861c9f22f81378bf.jpg.webp,"16,271,126 ريال",مستعمل,24999.5,"الحي السياسي, صنعاء",Yemen
,2022,2022.0,أمس,https://opensooq-images.os-cdn.com/previews/640x480/f3/c5/f3c52566a11a02e86ccd65f8a1e73d44d50c526f5441ee40b21b8db07485b074.jpg.webp,"190,000 ريال",مستعمل,,"الظهار, إب",Yemen
